"dekad","year","1","2","3","4","5","6","7","8","9","10","11"
31,"2017",31.22322,12.32484,25.44645,25.61607,25.10612,10.68315,28.28704,20.54472,19.93748,16.04354,37.76825
32,"2017",20.40492,35.87934,46.96474,17.75144,31.35419,35.6213,40.10831,44.59446,54.4279,39.61536,30.97593
33,"2017",43.48229,33.89994,76.72906,51.66861,66.20358,45.02141,86.98987,55.97373,97.24288,62.42368,72.18658
34,"2017",60.85171,41.69022,108.6526,32.92253,51.22409,31.70169,84.08692,45.31709,104.5663,61.67881,62.42349
35,"2017",60.10659,45.56754,90.8096,75.6251,82.26839,58.34836,97.08595,67.63703,76.07382,64.14825,100.1078
36,"2017",80.31346,62.01941,85.91026,62.45116,80.85323,67.94185,83.24742,58.41668,82.63291,69.83173,86.31841
1,"2018",29.72151,19.81996,42.56338,45.93111,32.72795,13.17051,40.49494,22.59339,29.09487,18.7744,53.77567
2,"2018",35.22284,11.3901,55.49571,83.91259,71.42264,11.4117,77.37925,38.24586,41.98008,22.75071,93.35277
3,"2018",80.45021,58.53395,86.95569,56.87798,64.35249,30.88905,82.1813,40.92066,77.36746,47.40505,76.29159
4,"2018",142.6188,124.6385,124.6439,45.49057,85.30013,119.4766,95.89699,106.4284,134.272,124.5843,68.19987
5,"2018",51.44168,76.07281,77.37208,11.52685,34.73476,79.93501,55.1008,54.49113,87.33381,81.91076,29.03081
6,"2018",84.86304,78.2332,87.00883,67.10977,85.32586,51.7564,108.5747,83.45043,115.6422,88.13832,100.3351
7,"2018",85.49731,66.36779,65.02757,81.05177,73.77596,51.22873,86.05748,67.48421,89.6154,69.64819,65.00705
8,"2018",59.07347,16.98808,71.24887,49.2224,49.16139,12.85759,65.10165,31.44791,63.91541,36.50613,66.50224
9,"2018",55.59047,30.32642,51.37942,48.49664,39.46518,31.41142,61.50188,37.81197,44.93095,32.08104,55.55719
10,"2018",65.80261,24.64952,53.41642,22.97947,46.17668,15.33356,78.7618,30.9001,41.65491,31.06914,102.0279
11,"2018",10.83912,3.134743,36.88539,28.26869,16.93818,1.168626,44.42868,21.42911,40.26115,9.386041,49.83489
12,"2018",0,0,0,0,0.4315783,0,0,0,0,0,0.3866361
13,"2018",0.2025769,5.334667,6.162995,0,0.06383253,4.350682,3.099009,1.473505,4.288292,2.763673,1.636048
14,"2018",0.05447377,0.02147268,0.06169683,0,0.005144406,0.1072869,0.1033747,0.002790013,0,0.03386242,0.7152495
15,"2018",0,0,0,0,0,0,0,0,0,0,0
16,"2018",0,0,0,0,0,0,0,0,0,0,0
17,"2018",0,0,0,0,0,0,0,0,0,0,0
18,"2018",0,0,0,0,0,0,0,0,0,0,0
19,"2018",0,0,0,0,0,0,0,0,0,0,0
20,"2018",0.00022341813,0.01014589,0,0,0,0,0,0,0,0,0
21,"2018",0,0,0,0,0,0,0,0,0,0,0
22,"2018",0,0,0,0,0,0,0,0,0,0,0
23,"2018",0,0,0,0,0,0,0,0,0,0,0
24,"2018",0,0,0.01392903,0,0,0,0.07196599,0,0,0,0.02795469
25,"2018",0.05703165,0.05986293,1.739317,0,0.01084027,0,0.6689148,0,0.5099898,0.1123038,0.3687755
26,"2018",0,0,0.4734386,0,0,0,0.1178612,0,0,0,0.05353181
27,"2018",0.004354778,0,1.205639,0,0,0,0,0,0,0,0
28,"2018",0,0.4126665,0,0,0,1.248206,1.03379,0.006216049,0.01348829,0.186551,0.07033028
29,"2018",30.49804,12.29097,34.94166,2.520348,16.56305,4.133255,36.22676,20.79142,19.06011,12.20073,42.18127
30,"2018",2.255088,3.668279,4.135638,0,0.8583576,1.630707,5.416538,1.745513,1.706905,0.8040569,4.074577
31,"2018",20.54739,9.078213,41.74847,5.041245,8.990953,1.836777,40.13038,8.977046,26.33684,10.24694,35.14646
32,"2018",0.9209546,1.237569,13.05542,31.14246,21.81502,3.730037,29.41657,15.3116,15.42524,6.128793,34.27346
33,"2018",44.11151,36.98974,51.54638,43.73684,54.4269,33.52061,66.618,55.55678,48.46032,44.70176,55.55423
34,"2018",37.2321,63.02238,65.07601,98.76765,87.47745,48.17295,87.552,59.39842,65.37743,71.41495,98.73246
35,"2018",29.57466,16.76845,88.56796,87.43453,97.37054,49.09326,120.7207,91.7372,99.7775,66.81406,102.7312
36,"2018",80.80495,40.97485,97.34173,80.83895,98.16627,43.59694,96.24765,79.86118,100.2375,69.0524,85.30319
1,"2019",81.55737,72.438,73.271,36.64371,64.06119,78.11101,79.54572,75.07064,87.57255,72.58987,65.85031
2,"2019",56.45737,62.24445,97.90605,58.31384,80.97002,94.13194,72.23268,92.58012,87.41646,89.01917,73.71661
3,"2019",22.58302,16.87108,60.45457,55.57685,82.69997,22.49489,74.94877,68.34837,78.7047,36.06299,76.11491
4,"2019",67.17947,36.43894,98.42584,78.58812,113.877,48.19135,124.7401,95.88051,114.393,79.66633,107.3575
5,"2019",61.78506,47.04289,78.56942,47.14916,78.26791,68.07276,95.18091,82.24372,84.63224,76.46615,74.83405
6,"2019",17.97952,4.240599,44.41177,62.60212,44.00188,2.752529,68.38867,28.4304,34.33671,16.64254,67.52479
7,"2019",31.78132,12.46501,65.33087,99.49854,82.27869,21.9625,90.71198,44.99959,62.61678,38.94402,97.93684
8,"2019",13.38743,2.408657,37.58779,86.62535,56.12509,19.46144,56.62208,26.43165,41.10913,23.7545,54.79731
9,"2019",6.899274,0.6482213,18.04489,75.14903,41.7648,2.382473,66.04209,18.32023,21.70451,5.004899,68.83421
10,"2019",52.75046,32.7392,64.17423,33.80159,37.60234,26.94895,65.49156,27.261,51.56037,33.58744,99.32575
11,"2019",34.27904,24.65258,69.32453,24.40045,34.54935,42.27806,49.75965,33.08998,57.58273,57.09655,46.871
12,"2019",12.518,1.220862,16.73179,0,1.953689,2.04716,17.59453,6.786697,10.68353,10.45924,3.810046
13,"2019",0,0,0,0,0,0,1.581733,0,0,0,1.160614
14,"2019",0.001948646,0,0.003856689,0,0,0,1.211982,0.02082048,0.003121103,0,1.224318
15,"2019",0,0,0.00093846011,0,0,0,0,0,0,0,0
16,"2019",0,0,0.001796645,0,0,0.001065762,0,0.00031692602,0.01314382,0.01264828,0
17,"2019",0,0,0,0,0,0,0,0,0,0,0
18,"2019",0,0,0,0,0,0,0,0.003720934,0,0.00030707658,0
19,"2019",0,0,0,0,0,0,0,0,0,0,0
20,"2019",0,0,0,0,0,0,0,0,0,0,0
21,"2019",0,0,0,0,0,0,0,0,0,0,0
22,"2019",0,0,0,0,0,0,0,0,0,0,0
23,"2019",0,0,0,0,0,0,0,0,0,0,0
24,"2019",0,0,0.0904677,0,0,0,0,0,0,0,0
25,"2019",0,0,0.618944,0,0,0,0,0,0,0,0
26,"2019",0,0,0.1583529,0,0,0,0.001116944,0,0,0,0.03587601
27,"2019",0,0,5.01012,0,0.00056352199,0.0037173,13.43577,0,0.4847664,0.06795473,20.29598
28,"2019",3.152269,0.0250547,24.93889,0,3.292647,3.153929,27.59675,3.359771,3.289911,4.098891,29.45024
29,"2019",13.84435,0.07493559,11.13665,0,0.7906862,0.01052325,15.71128,1.155941,0.3656943,1.001385,15.83191
30,"2019",16.69389,0.9688294,39.48817,0,0.8105481,0,20.65615,0.3880654,0.1807153,0.7492577,16.37382
31,"2019",19.31492,11.68097,28.8733,0,5.682347,3.179541,11.71696,13.84185,8.658685,4.335435,7.401546
32,"2019",44.48827,51.16246,64.66756,28.65744,30.44001,52.05385,66.83632,30.6725,70.63387,50.87019,51.92912
33,"2019",51.8883,24.16584,89.97351,71.82634,72.77772,33.6862,111.5146,71.56997,98.79364,59.3792,79.4669
34,"2019",67.99107,55.46317,79.5699,55.74756,61.70778,36.63678,90.81464,46.56861,61.73566,49.20849,90.65321
35,"2019",27.49096,15.05456,55.66066,80.39322,92.96006,30.51084,113.4051,69.80651,72.50339,46.69571,121.9778
36,"2019",74.95318,27.488,81.20493,85.34872,101.9446,17.29521,105.3144,76.89555,68.62675,46.35606,111.3887
1,"2020",85.42455,68.19579,88.32973,64.55578,82.9548,62.91419,76.05549,90.55313,98.08569,75.0696,84.18046
2,"2020",72.80889,84.47295,75.87312,45.71191,80.53531,129.9252,60.08465,114.7543,124.9042,133.2566,59.41208
3,"2020",42.91893,11.15189,85.72412,75.83717,71.98044,21.49358,89.5247,42.74755,70.56993,28.06614,88.8483
4,"2020",80.3657,92.89492,115.7842,105.6629,99.41983,134.4021,106.9429,77.14984,140.2453,111.9102,96.20367
5,"2020",47.61253,39.24428,103.6216,50.93633,82.90663,83.28929,71.61108,127.8529,107.5596,84.63072,77.30754
6,"2020",70.11723,48.94939,90.67432,87.96152,80.41188,51.30951,112.2651,42.72654,91.30913,63.96951,118.3036
7,"2020",42.38289,13.43083,59.80305,95.53073,67.51669,8.759823,113.077,30.96473,52.28352,25.61989,104.8996
8,"2020",66.74044,10.36313,108.2601,61.74949,83.93279,6.943543,183.1917,34.33361,100.3643,34.20429,134.5186
9,"2020",62.63024,27.34268,79.59061,61.23361,54.21925,21.72287,114.2081,38.411,92.75787,31.00907,76.83837
10,"2020",17.11427,5.687749,19.82635,31.25713,11.2873,6.407538,18.43368,7.427332,4.760087,3.451151,22.85428
11,"2020",5.314402,2.953855,8.472584,3.218007,2.680081,0.1462533,8.98525,0.8835148,1.450906,3.973363,24.3972
12,"2020",0,0,0,0,0.1108392,0,0.4463368,0.00373319,0,0,12.25669
13,"2020",0,0,2.71136,0,1.334171,0.03129128,5.23768,8.47925,1.916159,0.6572047,0.39952
14,"2020",6.5778273e-05,0.00368296,0.01358699,0,0.006155236,0,0,0.06711832,0.04134544,0.1553592,0.002045777
15,"2020",0.007260844,0.002999764,0,0,0,0,0,0.003423427,0,0.008187573,0
16,"2020",0,0,0,0,0,0.001258342,0,0,0,0,0
17,"2020",0,0,0,0,0,0,0,0,0,0,0
18,"2020",0,0,0,0,0,0,0,0,0,0,0
19,"2020",0,0,0,0,0,0,0,0,0,0,0
20,"2020",0,0,0,0,0,0,0,0,0,0,0
21,"2020",0,0,0,0,0,0,0,0,0,0,0
22,"2020",0,0,0,0,0,0,0,0,0,0,0
23,"2020",0,0,0,0,0,0,0,0,0,0,0
24,"2020",0.06314905,0.00051621802,1.890757,0,0,0,0.3139883,0,0.00578564,0.001117721,0.03276201
25,"2020",0,0,0.04048378,0,0,0,0,0,0,0,0
26,"2020",0.1226874,0,7.001841,0,0,0,0.1367102,0,0,0,0
27,"2020",4.348251,0.784642,12.96336,0,0,0.02112918,21.29235,0.05675239,0.7969642,1.862246,13.5636
28,"2020",12.61742,13.6025,12.46394,0,13.74011,9.22245,8.800371,7.589709,16.21552,15.28934,14.0024
29,"2020",8.662003,7.887985,26.5534,0,7.400246,1.390023,10.62969,16.41418,31.63532,9.282828,9.18394
30,"2020",1.621745,0,7.048859,0,0,0,3.023123,0.0902676,0.3484048,0.2845305,4.411033
31,"2020",21.4785,7.980925,21.36374,0,3.586613,5.373741,9.50963,2.470873,8.462858,6.650821,7.672177
32,"2020",46.75424,35.34621,67.80362,47.16816,36.86721,22.54782,57.66592,10.00152,58.4128,39.06088,61.34319
33,"2020",50.9324,28.7892,75.04487,25.08169,22.07404,36.66484,41.35674,15.82223,52.20733,42.9611,31.45503
34,"2020",84.29076,91.95181,93.43772,42.98818,56.13466,124.7784,70.72635,76.48058,95.03218,125.2646,63.19683
35,"2020",100.8969,71.83686,95.10889,92.22053,85.62701,91.89741,81.06567,58.19566,98.44311,92.33672,85.76789
36,"2020",54.54145,64.28801,82.10641,108.7207,115.0238,77.66101,124.4058,89.9071,69.0245,75.46679,168.645
1,"2021",93.14339,36.33431,70.12009,115.8789,117.0457,64.48627,77.73352,91.84072,80.60548,77.89962,151.6406
2,"2021",108.5123,73.03804,78.19896,49.9953,66.54114,77.54882,76.60134,89.34308,105.6521,71.56312,47.72018
3,"2021",67.00706,62.88288,114.8268,44.47492,80.62302,74.31507,86.55608,103.1548,140.2082,100.2616,73.86639
4,"2021",34.05107,38.63205,31.77767,27.75654,29.8289,43.97245,9.008241,52.21838,28.09145,33.01571,29.68504
5,"2021",41.63517,68.74944,59.77176,85.47179,68.11745,114.7986,49.69764,74.97675,94.55917,92.06056,64.60957
6,"2021",58.63472,53.40675,77.46374,66.08376,68.32464,67.98833,80.35862,74.3088,67.56428,73.26006,78.04157
7,"2021",17.25619,33.51558,69.23442,93.66056,92.58501,46.5531,113.5317,67.31123,69.88675,59.83074,98.93517
8,"2021",39.83059,9.977019,59.74803,73.85285,69.25749,8.499089,70.42142,59.42,61.98192,45.25284,46.98457
9,"2021",41.96811,20.72651,57.67274,87.06098,55.18118,16.83454,87.0226,18.73296,31.99833,28.0356,82.17207
